User_ID,Num_Posts,Avg_Likes,Avg_Comments,Time_Between_Posts,Followers,Following,Follower_Following_Ratio,Sentiment_Score,Profile_Age_Days,sentiment_bin,Positive,Negative,Neutral,flag_time_between_posts,flag_follow,avg_posts_per_day,flag_posts,avg_likes_per_day,flag_likes,avg_comments_per_day,flag_comments,bot,influencer,normal,type
1001,861,244,444,122,2785,6052,0.46017845340383345,0.32,872,Positive,True,False,False,False,False,0.9873853211009175,False,0.2798165137614679,False,0.5091743119266054,False,False,False,True,normal
1002,3773,537,92,544,7403,3844,1.9258584807492196,-0.92,835,Negative,False,True,False,False,False,4.518562874251497,False,0.6431137724550898,False,0.11017964071856287,False,False,True,False,influencer
1003,3093,602,437,222,1593,1263,1.2612826603325415,-0.26,2823,Negative,False,True,False,False,False,1.0956429330499469,False,0.2132483173928445,False,0.15479985830676585,False,False,False,True,normal
1004,467,75,446,631,2373,7614,0.3116627265563436,0.96,919,Positive,True,False,False,False,False,0.5081610446137106,False,0.08161044613710555,False,0.485310119695321,False,False,False,True,normal
1005,4427,806,206,39,5794,8711,0.6651360348984043,-0.16,1725,Neutral,False,False,True,False,False,2.566376811594203,False,0.4672463768115942,False,0.11942028985507247,False,False,False,True,normal
1006,3445,386,352,497,441,4809,0.09170305676855896,0.0,2414,Neutral,False,False,True,False,True,1.4270919635459818,False,0.15990057995028997,False,0.14581607290803644,False,True,False,False,bot
1007,3172,903,390,233,2833,72,39.34722222222222,0.82,1314,Positive,True,False,False,False,False,2.4140030441400304,False,0.6872146118721462,False,0.2968036529680365,False,False,False,True,normal
1008,2920,210,331,530,1561,9793,0.15939957112223016,0.43,4499,Positive,True,False,False,False,True,0.6490331184707713,False,0.04667703934207602,False,0.0735719048677484,False,True,False,False,bot
1009,131,475,304,149,7575,5665,1.3371579876434245,0.16,2106,Neutral,False,False,True,False,False,0.06220322886989554,False,0.22554605887939222,False,0.144349477682811,False,False,True,False,influencer
1010,1686,418,349,397,7485,4483,1.6696408654918582,0.6,2569,Positive,True,False,False,False,False,0.6562864927987544,False,0.16270922537952512,False,0.13585052549630205,False,False,True,False,influencer
1011,770,347,212,661,9501,8215,1.1565429093122337,0.73,1139,Positive,True,False,False,False,False,0.6760316066725197,False,0.30465320456540823,False,0.1861281826163301,False,False,True,False,influencer
1012,2392,529,158,638,187,3526,0.05303460011344299,-0.09,210,Neutral,False,False,True,False,True,11.39047619047619,False,2.519047619047619,False,0.7523809523809524,False,True,False,False,bot
1013,2434,640,441,302,7195,577,12.469670710571924,-0.05,1065,Neutral,False,False,True,False,False,2.2854460093896716,False,0.6009389671361502,False,0.4140845070422535,False,False,True,False,influencer
1014,1185,939,444,360,6692,7087,0.9442641456187385,-0.23,4912,Negative,False,True,False,False,False,0.2412459283387622,False,0.19116449511400652,False,0.09039087947882736,False,False,True,False,influencer
1015,4556,955,23,238,5570,7837,0.7107311471226234,0.93,2221,Positive,True,False,False,False,False,2.05132823052679,False,0.429986492570914,False,0.010355695632597929,False,False,False,True,normal
1016,3386,876,403,647,7246,5400,1.3418518518518519,0.39,234,Positive,True,False,False,False,False,14.47008547008547,False,3.7435897435897436,False,1.7222222222222223,False,False,True,False,influencer
1017,4118,763,292,663,7656,2263,3.383119752540875,-0.83,793,Negative,False,True,False,False,False,5.192938209331652,False,0.9621689785624212,False,0.3682219419924338,False,False,True,False,influencer
1018,4844,179,3,236,5580,6044,0.9232296492389146,0.73,3111,Positive,True,False,False,False,False,1.5570556091288974,False,0.057537769206043074,False,0.0009643201542912247,False,False,False,True,normal
1019,2905,182,219,203,1594,655,2.433587786259542,-0.04,2167,Neutral,False,False,True,False,False,1.3405629903091831,False,0.08398707891093678,False,0.1010613751730503,False,False,False,True,normal
1020,475,664,363,256,9784,5746,1.702749738948834,-0.86,335,Negative,False,True,False,False,False,1.4179104477611941,False,1.982089552238806,False,1.0835820895522388,False,False,True,False,influencer
